Type of weapon,Caliber,Brand/Model,Permissibility in civilian circulation,ID Code,Full Name,Date of Birth,Residential Address,Weapon Registered Date,License Number,Affiliation,Prior Incidents,Notes on Modifications,Nationality,Gender,Occupation,Education Level,Marital Status
Adapter,222 Rem,Uronen-Precision-UR-15,Yes,60607074709,Tatjana Koppel,1959-09-18,"1461 Marie Stream, West Larry, WY 27615",2023-03-10,EE-GUN-133958,None,None,-,Estonian,Female,Nurse,Master's,Single
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,60607074710,Riina Rebane,1982-04-27,"7514 Lisa Crescent, Port Matthewville, GA 97558",2013-10-03,EE-GUN-361736,Reserve Military,No,Modified grip,Estonian,Female,Engineer,Master's,Single
Adapter,222 Rem,Hubertus,Yes,60607074711,Rasmus Roos,1984-07-27,"8673 Soto Ferry, Fosterborough, OR 56803",2018-09-08,EE-GUN-399449,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Male,Police Officer,Master's,Divorced
Adapter,22LR,Uronen-Precision-UR-15,Yes,60607074712,Toomas Uibo,1949-10-04,"1918 Michael Flat, Wilsonfort, SC 41579",2018-09-05,EE-GUN-668507,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Male,Nurse,PhD,Single
Adapter,222 Rem,Blaser-R-8,Yes,60607074713,Maarja Kuuse,1991-01-21,"5792 Sellers Ramp, Lake Dennisville, ME 15829",2011-09-07,EE-GUN-478427,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Male,Police Officer,Bachelor's,Married
Adapter,223 Rem,CZ-75-Kadett-adapter,Yes,60607074714,Helin Nurm,1974-11-10,"9296 Lopez Roads Apt. 827, Donaldmouth, NV 81688",2007-04-13,EE-GUN-231414,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Female,Lawyer,Bachelor's,Divorced
Adapter,222 Rem,Blaser-R-8,Yes,60607074715,Kristi Laane,1973-11-20,"USCGC Taylor, FPO AA 74108",2022-08-27,EE-GUN-971776,Reserve Military,None,Modified grip,Estonian,Female,Retired,PhD,Widowed
Adapter,223 Wylde,Keller-Simmann,Yes,60607074716,Toomas Rebane,1993-11-24,"7721 Laura Forges Suite 043, Garymouth, WA 65422",2024-02-28,EE-GUN-305837,Narva Gun Enthusiasts,No,Scope added,Estonian,Male,Engineer,PhD,Divorced
Adapter,.300 BLK,CZ-581/584,Yes,60607074717,Helin Laane,1984-03-20,"8580 Payne Manors, Lake Mariabury, AZ 59448",2014-05-26,EE-GUN-965322,Reserve Military,No,Barrel shortened,Estonian,Female,Teacher,PhD,Married
Adapter,22 Hornet,Keller-Simmann,Yes,60607074718,Erik Kangur,1973-03-05,"1339 Callahan Ridge, Martinberg, IL 27625",2007-06-23,EE-GUN-356773,Tallinn Marksmen Club,Yes,-,Estonian,Male,Teacher,High School,Divorced
Adapter,22 Hornet,Krieghoff-Extra,Yes,60607074719,Rasmus Mets,1988-04-01,"825 Roberts Grove Apt. 260, Michelleberg, DC 33226",2010-06-07,EE-GUN-736129,None,Yes,Scope added,Estonian,Female,Lawyer,PhD,Widowed
Adapter,223 Wylde,Deserttech-MDRX,Yes,60607074720,Tõnu Rebane,1997-11-12,"672 Burton Lane, Jonesland, NY 98779",2014-12-03,EE-GUN-571435,None,No,Barrel shortened,Estonian,Male,Nurse,Master's,Married
Adapter,222 Rem,Blaser-R-8,Yes,60607074721,Helin Mets,1996-09-23,"USNV Gibson, FPO AA 43399",2025-04-04,EE-GUN-299055,None,Yes,-,Estonian,Female,Nurse,Master's,Single
Adapter,22 Hornet,Keller-Simmann,Yes,60607074722,Mihkel Saar,1949-08-16,"751 Robinson Meadow, South Joseph, LA 44771",2024-01-29,EE-GUN-711680,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Female,Lawyer,Master's,Widowed
Adapter,222 Rem,Heym-16-22-Magnum-Extra,Yes,60607074723,Jüri Rebane,1988-10-13,"0017 David Walks Apt. 770, Harrisberg, SD 40067",2010-11-12,EE-GUN-862847,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Male,Lawyer,High School,Divorced
Adapter,223 Rem,Hubertus,Yes,60607074724,Tatjana Oja,1968-02-07,"1520 Garrett Stream Apt. 611, East Thomasberg, IN 68585",2020-08-07,EE-GUN-572230,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Police Officer,Master's,Widowed
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,60607074725,Rasmus Roos,1950-02-01,"62713 Davis Valley Apt. 155, Derrickberg, TX 19225",2007-10-14,EE-GUN-633853,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Male,Police Officer,PhD,Widowed
Adapter,223 Rem,Krieghoff-Extra,Yes,60607074726,Kadri Oja,1985-07-22,"5326 Heath Corners, East Karenshire, MS 46577",2020-01-25,EE-GUN-246570,Narva Gun Enthusiasts,None,Scope added,Estonian,Male,Lawyer,Bachelor's,Widowed
Adapter,.300 BLK,CZ-581/584,Yes,60607074727,Maarja Kuuse,1970-11-10,"1389 Maxwell Spurs, Port Melanieport, NC 80052",2022-10-17,EE-GUN-486251,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Female,Engineer,Bachelor's,Single
Adapter,223 Wylde,CZ-581/584,Yes,60607074728,Kristjan Koppel,1962-04-17,"037 Rodriguez Parks Apt. 805, Davidshire, MN 72113",2011-05-03,EE-GUN-603787,None,None,-,Estonian,Male,Teacher,PhD,Single
Adapter,22 Mag,CMMG-Bravo-AR-15,Yes,60607074729,Riina Vaher,2001-05-11,"91043 Sandra Turnpike, Hunterhaven, MT 56019",2019-02-22,EE-GUN-258787,Tallinn Marksmen Club,None,Modified grip,Estonian,Female,Engineer,Master's,Single
Adapter,223 Rem,Deserttech-MDRX,Yes,60607074730,Maarja Oja,1955-01-24,"1418 Terri Drives, Peterland, UT 57843",2013-07-29,EE-GUN-495129,Narva Gun Enthusiasts,No,-,Estonian,Female,Engineer,Bachelor's,Widowed
Adapter,22 Mag,Deserttech-MDRX,Yes,60607074731,Ene Pärn,1953-05-25,"79904 David Station Apt. 027, Alexandraview, MN 17138",2014-08-08,EE-GUN-335790,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Female,Nurse,Master's,Widowed
Adapter,223 Wylde,Heym-16-22-Magnum-Extra,Yes,60607074732,Tatjana Sepp,1999-05-02,"6481 Joseph Ports, South Spencerstad, NM 74803",2011-02-18,EE-GUN-910616,None,Yes,Barrel shortened,Estonian,Female,Teacher,High School,Widowed
Adapter,.300 BLK,Hubertus,Yes,60607074733,Rasmus Saar,1974-06-23,"138 Bradley Wall, East Brandonstad, FL 23957",2006-08-29,EE-GUN-968170,Narva Gun Enthusiasts,None,Scope added,Estonian,Male,Police Officer,PhD,Divorced
Adapter,.300 BLK,Keller-Simmann,Yes,60607074734,Mihkel Laane,1987-01-29,"53654 Ashley Crest Apt. 238, South Caseymouth, LA 41224",2016-08-04,EE-GUN-205065,Tallinn Marksmen Club,Yes,-,Estonian,Male,Teacher,PhD,Single
Adapter,22 Hornet,Krieghoff-Extra,Yes,60607074735,Rasmus Pärn,1955-05-03,"3494 Steven Ramp, Cuevasborough, ND 32630",2010-07-31,EE-GUN-436768,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Teacher,PhD,Single
Adapter,22 Hornet,Blaser-R-8,Yes,60607074736,Tatjana Kangur,1949-11-21,"USS Hall, FPO AA 83855",2005-10-13,EE-GUN-295361,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Female,Engineer,High School,Widowed
Adapter,22 Hornet,Keller-Simmann,Yes,60607074737,Jüri Oja,1972-04-02,"413 Robert Circle Apt. 410, Port April, MN 60592",2008-05-06,EE-GUN-590755,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Female,Retired,Master's,Widowed
Adapter,22LR,Uronen-Precision-UR-15,Yes,60607074738,Helin Saar,1988-12-23,"619 Ryan Curve, West Jose, MO 92346",2016-07-22,EE-GUN-284019,Tallinn Marksmen Club,Yes,Scope added,Estonian,Male,Lawyer,High School,Divorced
Adapter,22 Hornet,Uronen-Precision-UR-15,Yes,60607074739,Andres Rebane,1971-02-06,"32912 Frank Mountain, Richardside, WI 27716",2020-10-31,EE-GUN-502206,None,Yes,Scope added,Estonian,Female,Nurse,High School,Widowed
Adapter,.300 BLK,Deserttech-MDRX,Yes,60607074740,Tõnu Kalda,1970-06-09,"24903 Hernandez Station, West Randy, TX 39670",2014-04-23,EE-GUN-421709,None,Yes,Scope added,Estonian,Male,Teacher,Bachelor's,Widowed
Adapter,22 Mag,Blaser-R-8,Yes,60607074741,Jüri Kalda,2005-04-06,"Unit 0678 Box 8317, DPO AE 18823",2009-08-03,EE-GUN-884056,Narva Gun Enthusiasts,Yes,-,Estonian,Male,Retired,High School,Married
Adapter,22LR,CZ-581/584,Yes,60607074742,Kristjan Uibo,1950-04-09,"36519 Lowery Club, North Jamesmouth, DC 12556",2016-09-26,EE-GUN-630041,None,None,Modified grip,Estonian,Male,Nurse,Master's,Single
Adapter,.300 BLK,CZ-581/584,Yes,60607074743,Toomas Oja,1957-10-17,"29667 Patrick Meadow Apt. 532, Joshuaberg, RI 81657",2013-10-26,EE-GUN-567122,Reserve Military,Yes,Modified grip,Estonian,Female,Lawyer,High School,Married
Adapter,.300 BLK,CMMG-Bravo-AR-15,Yes,60607074744,Siim Kuuse,1993-07-03,"701 Reyes Manor Apt. 838, South Kimberlystad, ND 64028",2017-02-28,EE-GUN-882032,None,None,Barrel shortened,Estonian,Male,Lawyer,Bachelor's,Single
Adapter,22LR,Krieghoff-Extra,Yes,60607074745,Erik Vaher,1987-12-13,"2059 Anthony Valleys Suite 078, Katiebury, CT 32988",2013-08-29,EE-GUN-288724,None,None,-,Estonian,Female,Lawyer,Master's,Married
Adapter,22LR,Keller-Simmann,Yes,60607074746,Katrin Raudsepp,1967-08-05,"96522 Brittany Valley, Robintown, UT 46596",2024-10-08,EE-GUN-287143,Tallinn Marksmen Club,None,Modified grip,Estonian,Male,Police Officer,High School,Widowed
Adapter,.300 BLK,Keller-Simmann,Yes,60607074747,Ene Lepik,1987-10-23,"8427 Christopher Fort, North Alisha, MA 80996",2012-04-23,EE-GUN-963355,None,No,-,Estonian,Female,Retired,Bachelor's,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60607074748,Mihkel Saar,2004-05-02,"0029 Kim Vista, Susanstad, TN 52352",2025-05-24,EE-GUN-170559,Reserve Military,None,Barrel shortened,Estonian,Female,Engineer,High School,Divorced
Adapter,22 Hornet,Krieghoff-Extra,Yes,60607074749,Ene Saar,1956-05-01,"26752 Walker Radial Apt. 644, East Jessica, OK 51828",2024-10-06,EE-GUN-891030,Reserve Military,No,Scope added,Estonian,Male,Teacher,Bachelor's,Widowed
Adapter,223 Wylde,Blaser-R-8,Yes,60607074750,Liis Pärn,1951-08-29,"391 Taylor Summit Apt. 355, Lake Nicole, VT 88322",2016-11-17,EE-GUN-388519,Reserve Military,None,Modified grip,Estonian,Female,Engineer,Master's,Single
Adapter,.300 BLK,CZ-75-Kadett-adapter,Yes,60607074751,Liis Vaher,1979-11-07,"15410 Paul Street, Costachester, MS 46537",2024-01-13,EE-GUN-256466,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Female,Retired,PhD,Widowed
Adapter,222 Rem,Krieghoff-Extra,Yes,60607074752,Ene Vaher,1974-12-31,"327 Lauren Bypass Suite 054, North Matthewfurt, VA 10331",2024-01-26,EE-GUN-536740,None,Yes,Modified grip,Estonian,Female,Retired,Bachelor's,Single
Adapter,222 Rem,Uronen-Precision-UR-15,Yes,60607074753,Ene Saar,1955-10-17,"062 Moore Courts Suite 336, Donnaport, CT 07006",2018-10-28,EE-GUN-154040,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Male,Retired,PhD,Married
Adapter,222 Rem,Uronen-Precision-UR-15,Yes,60607074754,Andres Saar,1988-05-13,"05061 Colon Road Suite 310, East Danielle, NJ 15640",2015-12-13,EE-GUN-299254,Reserve Military,None,-,Estonian,Male,Teacher,PhD,Married
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,60607074755,Tatjana Kalda,2002-11-13,"418 Lopez Light Suite 270, Scottview, KY 74457",2007-07-22,EE-GUN-659572,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Female,Engineer,Master's,Married
Adapter,222 Rem,Krieghoff-Extra,Yes,60607074756,Rasmus Sepp,1959-09-28,"58693 Mary Viaduct, Sheppardfort, IA 62925",2015-08-17,EE-GUN-428122,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Police Officer,Bachelor's,Married
Adapter,22 Mag,Deserttech-MDRX,Yes,60607074757,Mihkel Lepik,1954-10-30,"989 David Throughway, Thompsonburgh, ID 17040",2006-11-28,EE-GUN-697467,None,Yes,Scope added,Estonian,Female,Lawyer,Master's,Married
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60607074758,Jüri Uibo,1978-04-08,"29451 Paul Locks Suite 487, Port Isabellashire, WY 55498",2009-04-14,EE-GUN-612036,None,None,Barrel shortened,Estonian,Male,Police Officer,High School,Single
Adapter,22 Mag,Deserttech-MDRX,Yes,60607074759,Jüri Kuuse,1977-08-29,"91485 Baker Shoal, Armstrongfort, HI 36600",2019-03-02,EE-GUN-329344,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Teacher,Master's,Single
Adapter,223 Rem,Keller-Simmann,Yes,60607074760,Andres Kuuse,1959-03-31,"65307 Prince Brooks Suite 444, Garrisonville, IN 18115",2015-09-06,EE-GUN-655134,Narva Gun Enthusiasts,None,Scope added,Estonian,Male,Engineer,Master's,Divorced
Adapter,22LR,Keller-Simmann,Yes,60607074761,Mihkel Saar,2000-01-25,"6913 Lewis View Suite 785, New Laceyland, VT 66927",2019-03-08,EE-GUN-749887,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Female,Police Officer,Bachelor's,Married
Adapter,223 Rem,Deserttech-MDRX,Yes,60607074762,Erik Nurm,1958-09-08,"33030 Williams Lake, West Micheal, NY 52529",2009-09-02,EE-GUN-785491,Reserve Military,No,-,Estonian,Female,Lawyer,Master's,Single
Adapter,.300 BLK,Blaser-R-8,Yes,60607074763,Maarja Vaher,1995-10-23,"9727 Cooper Villages Suite 140, Williamsshire, IL 29513",2013-02-11,EE-GUN-776234,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Retired,PhD,Married
Adapter,22LR,Heym-16-22-Magnum-Extra,Yes,60607074764,Ene Koppel,1995-07-29,"007 Deborah Rapid Apt. 349, Jenniferview, MS 46207",2021-01-27,EE-GUN-790077,Reserve Military,No,Scope added,Estonian,Male,Retired,PhD,Married
Adapter,223 Wylde,Blaser-R-8,Yes,60607074765,Helin Lepik,1966-08-09,"896 Adrian Shore Suite 899, Kennethville, CA 44578",2014-11-12,EE-GUN-809922,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Male,Engineer,Bachelor's,Single
Adapter,22 Hornet,Deserttech-MDRX,Yes,60607074766,Riina Roos,1993-01-18,"4328 Rachel Valley Suite 520, Brightview, MT 53532",2018-09-01,EE-GUN-906360,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Lawyer,Master's,Divorced
Adapter,223 Rem,CZ-75-Kadett-adapter,Yes,60607074767,Mart Koppel,1999-08-04,"3875 Bruce Ville, West Connor, WA 34403",2024-06-23,EE-GUN-792764,Tallinn Marksmen Club,No,Scope added,Estonian,Male,Teacher,High School,Single
Adapter,22 Mag,CZ-75-Kadett-adapter,Yes,60607074768,Tatjana Mets,2001-05-16,"PSC 5135, Box 3465, APO AA 34653",2025-05-19,EE-GUN-478221,Reserve Military,No,Barrel shortened,Estonian,Female,Lawyer,Bachelor's,Widowed
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,60607074769,Liis Kalda,1969-06-19,"0999 Thomas Fields, Port Erinhaven, MT 07587",2010-08-02,EE-GUN-684041,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Male,Nurse,High School,Widowed
Adapter,22LR,Hubertus,Yes,60607074770,Tatjana Nurm,1958-10-21,"Unit 5697 Box 2521, DPO AA 44099",2011-06-22,EE-GUN-860053,None,None,Modified grip,Estonian,Female,Retired,PhD,Widowed
Adapter,223 Wylde,Krieghoff-Extra,Yes,60607074771,Toomas Tamm,1970-10-13,"4329 Tracy Track, East Christinachester, NE 63074",2018-07-01,EE-GUN-555791,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Female,Police Officer,Bachelor's,Widowed
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074772,Annika Raudsepp,1949-10-10,"505 Andrew Avenue, East Heather, ME 17400",2008-12-13,EE-GUN-242071,Narva Gun Enthusiasts,No,-,Estonian,Female,Engineer,Master's,Widowed
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074773,Erik Mets,1975-07-23,"10447 Hamilton Spur Apt. 575, East Stacy, MO 03007",2013-03-24,EE-GUN-732512,None,Yes,Scope added,Estonian,Male,Lawyer,Bachelor's,Widowed
Adapter,223 Rem,Deserttech-MDRX,Yes,60607074774,Tatjana Rebane,1964-09-20,"09821 Dawson Turnpike, South Nancyview, ND 82176",2007-02-09,EE-GUN-956156,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Male,Engineer,PhD,Single
Adapter,.300 BLK,Deserttech-MDRX,Yes,60607074775,Erik Nurm,1989-11-15,"Unit 1001 Box 6761, DPO AP 33627",2021-08-06,EE-GUN-958747,Tallinn Marksmen Club,None,-,Estonian,Male,Teacher,Bachelor's,Divorced
Adapter,.300 BLK,Blaser-R-8,Yes,60607074776,Tatjana Nurm,1997-03-21,"6184 Robert Cove, West Danielville, ID 80324",2012-04-02,EE-GUN-570880,Tallinn Marksmen Club,None,-,Estonian,Female,Engineer,High School,Widowed
Adapter,22LR,Deserttech-MDRX,Yes,60607074777,Mart Roos,2002-05-25,"6420 Lozano Spurs, Riveratown, TN 12166",2009-03-19,EE-GUN-146448,Tallinn Marksmen Club,Yes,-,Estonian,Male,Police Officer,High School,Widowed
Adapter,223 Rem,Keller-Simmann,Yes,60607074778,Annika Sepp,2006-04-17,"18114 Stephen Hill Suite 701, Port Benjamin, MN 89206",2016-02-05,EE-GUN-510133,Tallinn Marksmen Club,None,Modified grip,Estonian,Female,Police Officer,Master's,Single
Adapter,22 Hornet,Heym-16-22-Magnum-Extra,Yes,60607074779,Jüri Sepp,1978-06-12,"02255 Friedman Grove, West Lisaburgh, MO 52962",2020-12-27,EE-GUN-427040,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Female,Nurse,Master's,Single
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074780,Toomas Pärn,1967-12-15,"2120 Dale Ramp Suite 972, Maxwelltown, TX 95826",2009-11-25,EE-GUN-146853,Reserve Military,No,Scope added,Estonian,Male,Teacher,PhD,Divorced
Adapter,223 Rem,Blaser-R-8,Yes,60607074781,Ene Vaher,1982-05-01,"PSC 1670, Box 1450, APO AP 89358",2023-04-25,EE-GUN-584498,None,Yes,Modified grip,Estonian,Male,Teacher,Master's,Married
Adapter,.300 BLK,CZ-581/584,Yes,60607074782,Annika Koppel,2001-09-08,"588 Ryan Stream, South Michael, SD 50947",2010-07-07,EE-GUN-550418,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Nurse,High School,Single
Adapter,223 Wylde,Uronen-Precision-UR-15,Yes,60607074783,Annika Raudsepp,2006-07-21,"28772 Karen Islands, West Tara, NY 29691",2024-03-09,EE-GUN-375097,Tallinn Marksmen Club,None,Scope added,Estonian,Female,Engineer,Master's,Single
Adapter,223 Wylde,Krieghoff-Extra,Yes,60607074784,Erik Roos,1993-03-26,"77971 West Crest, Mcgeetown, MO 54547",2006-09-04,EE-GUN-718836,Reserve Military,None,Modified grip,Estonian,Female,Police Officer,PhD,Widowed
Adapter,22 Mag,Uronen-Precision-UR-15,Yes,60607074785,Kristi Lepik,1987-05-15,"948 Diamond Motorway, Michaelton, IN 60067",2016-10-01,EE-GUN-538555,None,None,-,Estonian,Female,Retired,Master's,Divorced
Adapter,22 Hornet,Hubertus,Yes,60607074786,Mart Mets,1987-07-29,"571 Katherine Forges Apt. 554, Jacquelineton, GA 65043",2010-03-27,EE-GUN-982885,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Female,Police Officer,Master's,Divorced
Adapter,222 Rem,CZ-75-Kadett-adapter,Yes,60607074787,Liis Kangur,2005-05-19,"49331 Lewis Views Apt. 516, Lake Maryshire, WI 59549",2021-01-07,EE-GUN-535820,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Male,Engineer,High School,Divorced
Adapter,22LR,Hubertus,Yes,60607074788,Ene Pärn,1994-04-07,"0808 Roberson Orchard, Lake Beth, DC 14074",2018-08-21,EE-GUN-276379,Tallinn Marksmen Club,None,-,Estonian,Male,Engineer,High School,Widowed
Adapter,223 Rem,CMMG-Bravo-AR-15,Yes,60607074789,Ene Saar,1994-03-14,"669 Joshua Junctions Suite 722, Morrisonhaven, UT 72303",2016-02-20,EE-GUN-545807,Reserve Military,None,Modified grip,Estonian,Female,Police Officer,Master's,Widowed
Adapter,222 Rem,Heym-16-22-Magnum-Extra,Yes,60607074790,Tõnu Kask,1997-11-24,"39452 William Square, Jenniferstad, NJ 76890",2024-11-14,EE-GUN-320073,Narva Gun Enthusiasts,None,-,Estonian,Male,Engineer,PhD,Divorced
Adapter,222 Rem,CMMG-Bravo-AR-15,Yes,60607074791,Ene Rebane,1994-11-09,"0810 Thomas Skyway Apt. 342, Francesberg, AR 91018",2015-07-01,EE-GUN-725850,None,Yes,Scope added,Estonian,Female,Engineer,Bachelor's,Single
Adapter,222 Rem,CZ-75-Kadett-adapter,Yes,60607074792,Siim Borissov,1963-05-04,"7198 Julia Points, Youngport, TN 06658",2018-06-10,EE-GUN-835499,None,No,Modified grip,Estonian,Female,Retired,Master's,Married
Adapter,223 Rem,Hubertus,Yes,60607074793,Tatjana Kalda,1975-10-30,"004 Christine Tunnel Suite 359, Port Jenny, LA 59328",2011-06-29,EE-GUN-179184,Reserve Military,Yes,Scope added,Estonian,Female,Lawyer,Master's,Widowed
Adapter,222 Rem,Heym-16-22-Magnum-Extra,Yes,60607074794,Katrin Nurm,1995-11-29,"816 Roy Point, Davidshire, KS 01240",2016-09-14,EE-GUN-934328,Tallinn Marksmen Club,No,-,Estonian,Male,Lawyer,Bachelor's,Widowed
Adapter,223 Wylde,Keller-Simmann,Yes,60607074795,Helin Kangur,1981-03-10,"25909 Henry Ports, Charlesmouth, IN 24601",2023-03-03,EE-GUN-926596,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Police Officer,Master's,Single
Adapter,222 Rem,Blaser-R-8,Yes,60607074796,Annika Kuuse,1954-02-04,"8861 Walker Forest, Markport, WV 81540",2023-07-04,EE-GUN-548580,None,None,Modified grip,Estonian,Female,Retired,Bachelor's,Single
Adapter,223 Wylde,Heym-16-22-Magnum-Extra,Yes,60607074797,Mart Laane,1981-10-08,"Unit 0157 Box 3993, DPO AE 89964",2016-05-17,EE-GUN-515594,Narva Gun Enthusiasts,None,Modified grip,Estonian,Female,Teacher,High School,Single
Adapter,22 Mag,Krieghoff-Extra,Yes,60607074798,Jüri Koppel,1975-05-30,"PSC 1648, Box 4085, APO AP 67181",2020-08-13,EE-GUN-337178,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Police Officer,Master's,Divorced
Adapter,22LR,Deserttech-MDRX,Yes,60607074799,Toomas Raudsepp,1982-08-01,"8112 Courtney Fords, Port Gina, CT 27446",2023-10-02,EE-GUN-208214,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Male,Lawyer,PhD,Divorced
Adapter,223 Rem,CZ-581/584,Yes,60607074800,Kadri Tamm,2005-11-07,"120 Love Camp Apt. 102, Angelashire, IN 34402",2019-04-29,EE-GUN-561477,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Lawyer,Master's,Divorced
Adapter,22LR,Blaser-R-8,Yes,60607074801,Helin Lepik,1975-11-11,"5061 Darlene River Apt. 901, Sarahville, WY 90400",2015-09-17,EE-GUN-468611,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Male,Nurse,High School,Divorced
Adapter,222 Rem,CMMG-Bravo-AR-15,Yes,60607074802,Rasmus Oja,1990-09-25,"6072 Derek Lock Suite 245, New Nancyberg, AZ 01160",2024-12-10,EE-GUN-736408,None,None,-,Estonian,Female,Teacher,High School,Divorced
Adapter,22 Hornet,Heym-16-22-Magnum-Extra,Yes,60607074803,Maarja Roos,1990-01-21,"3536 Eugene Forges, Jamesburgh, OK 07629",2024-02-17,EE-GUN-174461,Reserve Military,Yes,Scope added,Estonian,Male,Lawyer,Master's,Widowed
Adapter,222 Rem,Krieghoff-Extra,Yes,60607074804,Andres Koppel,1980-11-04,"1413 Lynn Knolls, Lake Diana, LA 81702",2007-10-31,EE-GUN-170813,Reserve Military,Yes,Modified grip,Estonian,Male,Police Officer,Master's,Widowed
Adapter,22 Hornet,CZ-75-Kadett-adapter,Yes,60607074805,Ene Uibo,1962-08-16,"9492 Aguirre Meadow Apt. 053, Lake Jodi, KY 47619",2010-01-10,EE-GUN-745972,None,Yes,Barrel shortened,Estonian,Female,Police Officer,PhD,Divorced
Adapter,22 Hornet,CZ-581/584,Yes,60607074806,Erik Vaher,1995-09-14,"7547 Gregory Rest Apt. 428, West Jessica, CA 95846",2008-01-09,EE-GUN-865416,None,No,Modified grip,Estonian,Male,Lawyer,High School,Married
Adapter,223 Wylde,Blaser-R-8,Yes,60607074807,Andres Borissov,1950-09-22,"969 Rebecca Plaza, Amyside, SD 19982",2017-11-26,EE-GUN-835575,Reserve Military,No,-,Estonian,Female,Engineer,Bachelor's,Divorced
Adapter,22 Mag,Hubertus,Yes,60607074808,Andres Mets,1976-03-01,"78816 Shaw Shore Apt. 928, South Erik, OK 86931",2010-06-06,EE-GUN-946313,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Teacher,High School,Married
